deck,name,lat,lng,country,state,wordCount,date,link
"During decades of civil war, illegal fishers ransacked the country’s waters.",Foreign Fleets Plundered Somalia’s Fish,7.853859049350008,51.85546875,,,,2017-12-18T00:05:58,https://hakaimagazine.com/news/foreign-fleets-plundered-somalias-fish/
A recent study in New Zealand showed for the first time that fenced nature preserves can produce ecological benefits that spill over into the surrounding area.,Fenced Nature Preserves Have Benefits Beyond Their Boundaries,-45.776518,170.604767,,,,2017-12-15T00:05:15,https://hakaimagazine.com/news/fenced-nature-preserves-have-benefits-beyond-their-boundaries/
Canada’s west coast is getting a new earthquake early-warning system.,New Underwater Sensors to Watch for the Big One,48.140432438188114,-132.099609375,,,,2017-12-14T00:05:22,https://hakaimagazine.com/news/new-underwater-sensors-to-watch-for-the-big-one/
Humans are more than capable of telling individual dolphins apart just by their faces.,"Actually, Dolphins Don’t All Look the Same",41.85509039999999,17.290283899999963,,,,2017-12-13T00:05:31,https://hakaimagazine.com/news/actually-dolphins-dont-all-look-the-same/
"A new device seems to stop plastic in its tracks, but some are concerned about unintended environmental effects.",Stopping Plastic Pollution with the Power of Bubbles,,,,,,2017-12-11T00:05:55,https://hakaimagazine.com/news/stopping-plastic-pollution-with-the-cleaning-power-of-bubbles/
Is weak spill data making oil and gas pipelines less safe?,Canada’s Pipeline Data Is Full of Holes,,,,,,2017-12-08T00:05:47,https://hakaimagazine.com/news/canadas-pipeline-data-is-full-of-holes/
Variability in ocean acidity may be a bigger deal than scientists thought.,Mussels on Acid,,,,,,2017-12-06T00:05:06,https://hakaimagazine.com/news/mussels-on-acid/
New research shows that these salt-water-loving plants are likely ill-equipped to cope with the sea level rise.,Mangroves Lack the Genetic Diversity to Adapt to Climate Change,,,,,,2017-12-01T00:05:54,https://hakaimagazine.com/news/mangroves-lack-the-genetic-diversity-to-adapt-to-climate-change/
Tiny creatures can have outsized influence in managing their environments.,How Tiny Limpets Do the Heavy Lifting of Climate Resilience,,,,,,2017-11-29T00:05:33,https://hakaimagazine.com/news/how-tiny-limpets-do-the-heavy-lifting-of-climate-resilience/
The effects of climate change reverberate through the ocean’s food webs.,Changes to the Ocean’s Micro Creatures Could Have Macro Effects,,,,,,2017-11-27T00:05:30,https://hakaimagazine.com/news/changes-to-the-oceans-micro-creatures-could-have-macro-effects/
New research supports the theory of a hidden humpback breeding ground.,Humpback Whales May Have a Secret Hideout,,,,,,2017-11-24T00:05:05,https://hakaimagazine.com/news/humpback-whales-may-have-a-secret-hideout/
Satellites are spying illegal fishing from space.,Big Brother at Sea,,,,,,2017-11-23T00:05:53,https://hakaimagazine.com/news/big-brother-at-sea/
"In Canada’s Arctic, researchers spied whales rubbing themselves on rocks.","Bowhead Whales Like to Exfoliate, Too",65.270557,-65.881383,,,,2017-11-22T11:05:39,https://hakaimagazine.com/news/bowhead-whales-exfoliate-too/
"And it is, surprisingly, legal.",California Fishermen Are Throwing Explosives at Sea Lions,36.801982,-121.943543,,,,2017-11-20T00:05:52,https://hakaimagazine.com/news/california-fishermen-are-throwing-explosives-sea-lions/
Older eagles prefer to take it easy.,Young Bald Eagles Live Life in the Fast Lane,59.58024,-136.24626,,,,2017-11-17T00:02:15,https://hakaimagazine.com/news/young-bald-eagles-live-life-fast-lane/
It’s suspiciously easy to order a high-status meal of a protected reef fish.,Hong Kong’s Napoleon Wrasse Complex,22.246328,114.149956,,,,2017-11-16T00:01:59,https://hakaimagazine.com/news/hong-kongs-napoleon-wrasse-complex/
A last-ditch effort to save the vaquita has ended in tragedy.,No Happy Ending for the Vaquita,31.017765,-114.803955,,,,2017-11-14T00:01:54,https://hakaimagazine.com/news/no-happy-ending-vaquita/
Accidental albatross deaths can be curtailed if commercial fishers make one simple change.,How Not to Kill an Albatross,,,,,,2017-11-13T00:00:37,https://hakaimagazine.com/news/how-not-kill-albatross/
"It’s a natural question for animals that float, but few scientists have delved into the details.",Why Don’t Fish Swim Upside Down?,,,,,,2017-11-10T00:00:28,https://hakaimagazine.com/news/why-dont-fish-swim-upside-down/
Dolphins that hunt alongside humans have a different way of communicating.,The Science of Dolphonology,-28.475241,-48.787875,,,,2017-11-08T00:05:52,https://hakaimagazine.com/news/science-dolphonology/
"After decades of effort, landlocked Idaho, land of spuds and steers, is inching back to its status as salmon country.",Saving Salmon’s Salmon,44.87,-113.627,,,,2017-11-06T00:21:47,https://hakaimagazine.com/news/saving-salmons-salmon/
A warming Arctic could be trouble for the eider duck—and for the Inuit communities that collect its insulating feathers.,Collecting Eiderdown in a (Polar) Bear Market,56.317944,-79.374044,,,,2017-11-03T00:34:36,https://hakaimagazine.com/news/collecting-eiderdown-polar-bear-market/
"How schools of fish use physics to swim smarter, not harder.",Fish in Formation,,,,,,2017-11-02T00:04:15,https://hakaimagazine.com/news/fish-formation/
British Columbia First Nations set fire to a forest that seemed too wet to burn.,Setting Fire in the Rain,51.678679,-128.022539,,,,2017-10-31T01:09:16,https://hakaimagazine.com/news/setting-fire-rain/
"Coastal cities struggle with poopy shorelines, mostly from their own citizens.",Eau de Toilette,,,,,,2017-10-30T01:30:45,https://hakaimagazine.com/news/eau-de-toilette/
South African abalone poachers are dying as they fuel illegal trade.,"Poverty, Poaching, and Death by Great White Shark",-34.681477,19.41836,,,,2017-10-27T10:42:32,https://hakaimagazine.com/news/poverty-poaching-and-death-great-white-shark/
"Intense wildfires ravaged the state, and now an Oregon geologist is raising the alarm about landslides.","After the Fire, Oregon Braces for Mud",45.593993,-122.041953,,,,2017-10-26T07:02:32,https://hakaimagazine.com/news/after-fire-oregon-braces-mud/
"For some whale populations, even 100 years is not long enough to recover.",Industrial Whaling’s Incredibly Long Tail,,,,,,2017-10-25T05:17:20,https://hakaimagazine.com/news/industrial-whalings-incredibly-long-tail/
Why New England’s amphipods are turning into the scuttling undead.,Pollution and the Rise of the Orange Marsh Zombies,42.761825,-70.808046,,,,2017-10-23T07:31:42,https://hakaimagazine.com/news/pollution-and-rise-orange-marsh-zombies/
It didn’t. But it would’ve been a lot cooler if it did.,Scientists Gave Fish Marijuana to See if It Would Make Them Relax,,,,,,2017-10-20T07:42:26,https://hakaimagazine.com/news/scientists-gave-fish-marijuana-see-if-it-would-make-them-relax/
"By training the next generation of fishers through a hands-on mentorship program, scientists and fishers hope to feed the world for many lifetimes.",Teach the Kids to Fish,32.603547,-117.352084,,,,2017-10-19T19:56:14,https://hakaimagazine.com/news/teach-kids-fish/
"Shark fin soup is on the menu in Canada, but a new investigation shows that some fins come from dubious, even illegal, sources.","For Sale in Canada, Endangered Sharks’ Fins",49.279638,-123.09975,,,,2017-10-18T05:00:59,https://hakaimagazine.com/news/sale-canada-endangered-sharks-fins/
How anti-erosion measures hurt fish—and living shorelines may help.,A Hard Shore Is a Dead Shore,37.774846,-76.081871,,,,2017-10-16T06:09:40,https://hakaimagazine.com/news/hard-shore-dead-shore/
First Nations’ occupations of fish farms are rooted in a deeper conversation about Indigenous land rights.,First Nations Test the Political Water with Fish Farm Protests,50.579708,-126.927792,,,,2017-10-13T09:27:24,https://hakaimagazine.com/news/first-nations-test-political-water-fish-farm-protests/
The state’s oyster farming industry is gaining ground as growers elsewhere struggle.,Alaska’s Oyster Farmers Are Filling an Acidification-Driven Void,55.351454,-131.693754,,,,2017-10-12T09:47:19,https://hakaimagazine.com/news/alaskas-oyster-farmers-are-filling-acidification-driven-void/
The afterlife of gunk scraped out of ships’ boilers and chucked overboard.,A Trail of Rocks Traces Historical Steamship Routes,,,,,,2017-10-11T10:14:44,https://hakaimagazine.com/news/trail-rocks-traces-historical-steamship-routes/
Necropsies reveal how six of the 12 North Atlantic right whales that died in Canadian waters this summer met their end.,What Went Wrong With the Right Whales?,,,,,,2017-10-06T10:10:28,https://hakaimagazine.com/news/what-went-wrong-right-whales/
Forensic analysis of modern turtles unveils an unexpected cause of death for ancient marine reptiles.,Even Sea Monsters Got the Bends,,,,,,2017-10-04T08:18:19,https://hakaimagazine.com/news/even-sea-monsters-got-bends/
A mutation conferring higher heat tolerance is common among survivors of sea star wasting disease.,Mutant Sea Stars Can Take the Heat,,,,,,2017-10-02T13:04:23,https://hakaimagazine.com/news/mutant-sea-stars-can-take-heat/
"In Scotland’s remote Outer Hebrides, a distillery is making kelp-infused gin—and slowing the tide of migration from one swiftly depopulating island.",A Gin Tonic for Scots on the Rocks,57.898796,-6.802734,,,,2017-09-28T14:14:01,https://hakaimagazine.com/news/gin-tonic-scots-rocks/
Northwest coast First Nations are helping the American Museum of Natural History breathe life into an antiquated exhibit.,The American Museum of the Alive and Well,40.781438,-73.97416,,,,2017-09-28T13:27:47,https://hakaimagazine.com/news/american-museum-alive-and-well/
Elephant seals that shirk traditional foraging grounds fare better during times of change.,"In a Changing Climate, Conservative Elephant Seals Suffer",36.943903,-122.111536,,,,2017-09-27T14:27:15,https://hakaimagazine.com/news/changing-climate-conservative-elephant-seals-suffer/
"By trading shellfish for water rights, two ancient Peruvian cultures seem to have avoided war.",Shellfish Diplomacy,-11.098443,-77.029155,,,,2017-09-25T14:44:52,https://hakaimagazine.com/news/shellfish-diplomacy/
Repeated storms are stretching the public and private sectors thin.,Can the United States Afford Another Hurricane?,,,,,,2017-09-21T14:49:37,https://hakaimagazine.com/news/can-united-states-afford-another-hurricane/
"On developed shorelines, oyster shell “safe houses” offer sanctuary.",These Cages Save Baby Fish,,,,,,2017-09-19T14:57:39,https://hakaimagazine.com/news/these-cages-save-baby-fish/
A nearly 70 percent miscarriage rate is threatening the future of the southern resident killer whale.,Starving Killer Whales Are Losing Most of Their Babies,48.328267,-123.162986,,,,2017-09-18T15:14:04,https://hakaimagazine.com/news/starving-killer-whales-are-losing-most-their-babies/
One woman hopes technology can resurrect the Abaco Island breed.,The Plan to Clone an Extinct Horse,26.35883,-77.176743,,,,2017-09-15T15:28:02,https://hakaimagazine.com/news/plan-clone-extinct-horse/
Fishing has dramatically reduced the number of senior fish left in the ocean.,The Old Fish and the Sea,,,,,,2017-09-14T15:32:52,https://hakaimagazine.com/news/old-fish-and-sea/
"After Hurricane Irma, and with Jose and Katia bearing down, the need for a coral vault seems even more urgent.",A Panic Room for Corals,27.333473,-82.576944,,,,2017-09-12T15:44:41,https://hakaimagazine.com/news/panic-room-corals/
Mud eels do an evolutionary about face.,Twisted Fishter,9.594251,-14.62754,,,,2017-09-11T15:52:19,https://hakaimagazine.com/news/twisted-fishter/
Canada already has a forward-thinking salmon management plan on the books. Now it just needs to implement it.,Saving Canada’s Wild Salmon Policy,,,,,,2017-09-08T00:00:00,https://hakaimagazine.com/news/saving-canadas-wild-salmon-policy/
Algal blooms hit the housing market.,Bloom and Bust,41.622913,-71.35844,,,,2017-09-06T00:00:00,https://hakaimagazine.com/news/bloom-and-bust/
We’ve just seen how open-net fish farms can go wrong. It’s time to look at the alternatives.,The Great Salmon Escape: Is There a Better Way to Farm Fish?,,,,,,2017-09-01T00:00:00,https://hakaimagazine.com/news/great-salmon-escape-there-better-way-farm-fish/
A Texas wildlife rehabilitation center prepares for a rush of patients.,Wildlife Rescue in Harvey’s Wake,27.831103,-97.04485,,,,2017-08-31T00:00:00,https://hakaimagazine.com/news/wildlife-rescue-harveys-wake/
New legislation would give planned MPAs interim protection during the years-long approval process.,Proposed Amendment Could Actually Protect Marine Protected Areas,,,,,,2017-08-30T00:00:00,https://hakaimagazine.com/news/proposed-amendment-could-actually-protect-marine-protected-areas/
An invasive insect is chewing through the cane that holds the delta together.,Scaling Back the Mississippi Delta,29.263562,-89.33097,,,,2017-08-28T00:00:00,https://hakaimagazine.com/news/scaling-back-mississippi-delta/
No one is quite sure how many of these water-loving cats are prowling through the mangrove forests.,Counting India’s Elusive Fishing Cats,22.562898,88.200626,,,,2017-08-24T00:00:00,https://hakaimagazine.com/news/counting-indias-elusive-fishing-cats/
"Even if the levees are torn down, chinook restoration faces walls.",California: the State of Salmon,38.065854,-121.8458,,,,2017-08-23T00:00:00,https://hakaimagazine.com/news/california-state-salmon/
An unprecedented three-week scavenger hunt sets a baseline for marine biodiversity.,The Foragin’ of Species,51.654482,-128.1307,,,,2017-08-21T00:00:00,https://hakaimagazine.com/news/foragin-species/
"In the Gulf of Mexico, dolphins have learned a deadly new trick.",Dolphins Master Decapitation,29.630622,-88.62447,,,,2017-08-17T00:00:00,https://hakaimagazine.com/news/dolphins-master-decapitation/
The fish taking over the Caribbean is a hybrid of two Indo-Pacific lionfish species.,Invasive Lionfish May Be Superfish Hybrids,27.358404,-76.27006,,,,2017-08-16T00:00:00,https://hakaimagazine.com/news/invasive-lionfish-may-be-superfish-hybrids/
Lucky horseshoe crabs get moved away from areas where they’re on the menu.,"Out of the Frying Pan, into the Wetlands",5.620081,102.79248,,,,2017-08-14T00:00:00,https://hakaimagazine.com/news/out-frying-pan-wetlands/
New research shows there’s life in the wake of Antarctica’s crack epidemic.,Breaking. Bad?,-65.51467,-60.24849,,,,2017-08-11T00:00:00,https://hakaimagazine.com/news/breaking-bad/
"Marine archaeologists excavating the eastern Mediterranean are learning how the Bronze Age Mycenaean, Egyptian, and Anatolian Empires fell.",Did Climate Change Bring Down Late Bronze Age Civilizations?,38.233293,21.296697,,,,2017-08-10T00:00:00,https://hakaimagazine.com/news/did-climate-change-bring-down-late-bronze-age-civilizations/
Yet another slow-motion environmental catastrophe.,Lakes Are Being A-Salted,43.943349,-71.69279,,,,2017-08-09T00:00:00,https://hakaimagazine.com/news/lakes-are-being-salted/
Motorboat noise spurs rise in fish-on-fish crime.,Ocean Racket Makes for Rascally Wrasses,-17.48091,-149.866,,,,2017-08-04T00:00:00,https://hakaimagazine.com/news/ocean-racket-makes-rascally-wrasses/
"Fish are noisy, and researchers are putting those sounds to work.",Counting Fish by Their Calls,31.852235,-114.8334,,,,2017-08-03T00:00:00,https://hakaimagazine.com/news/counting-fish-their-calls/
The warm water Blob hurt a generation of sea lions.,Hypothesis Confirmed: Sea Lion Mass Deaths Caused by Malnutrition,26.794613,-116.7336,,,,2017-08-02T00:00:00,https://hakaimagazine.com/news/hypothesis-confirmed-sea-lion-mass-deaths-caused-malnutrition/
"Ships are huge and loud, yet they seem to take whales by surprise.",Why Don’t Whales Get Out of the Way?,48.8275,-61.4375,,,,2017-07-27T00:00:00,https://hakaimagazine.com/news/why-dont-whales-get-out-way/
Commodifying a harmful invader with technology typically used to pulverize chicken meat.,Green Crabs Are Officially Delicious,,,,,,2017-07-26T00:00:00,https://hakaimagazine.com/news/green-crabs-are-officially-delicious/
"Hilsa are small fish with a huge fan base, and people will pay to protect them.","Eat, Love, Pay",22.675889,90.110118,,,,2017-07-24T00:00:00,https://hakaimagazine.com/news/eat-love-pay/
"And the more we learn about them, the weirder they get.",A Healthy Ocean Needs Viruses,,,,,,2017-07-21T00:00:00,https://hakaimagazine.com/news/healthy-ocean-needs-viruses/
An ax and some sparkly paint could change the ancient human travelogue.,"Reimagining the History of Human Migration With a 65,000-Year-Old Find",-11.98206,132.68321,,,,2017-07-19T00:00:00,https://hakaimagazine.com/news/reimagining-history-human-migration-65000-year-old-find/
"The US Virgin Islands are vulnerable to food shortages, but two innovative agricultural projects are getting things growing.",Feeding the Virgins,18.052157,-64.92525,,,,2017-07-17T00:00:00,https://hakaimagazine.com/news/feeding-virgins/
A growing population and rampant development hits Israel’s coast hard.,Last Dune Standing,31.740699,34.603283,,,,2017-07-14T00:00:00,https://hakaimagazine.com/news/last-dune-standing/
"After decades of work, green chemistry may be the answer to polluted sewage.",Sewage Rehab,,,,,,2017-07-13T00:00:00,https://hakaimagazine.com/news/sewage-rehab/
A team of international researchers investigate interactions between the Arctic’s two main predators.,Polar Bears and People: Cataloging Conflict,,,,,,2017-07-12T00:00:00,https://hakaimagazine.com/news/polar-bears-and-people-cataloging-conflict/
"We’re into our third year of publishing, and we’d like to get to know you better.","Dear Hakai Magazine Reader, Who Are You?",,,,,,2017-07-10T00:00:00,https://hakaimagazine.com/news/dear-hakai-magazine-reader-who-are-you-0/
"In Mexico, officials consider a tax on divers to help fight invasive lionfish.",Money Might Not Be Enough to Stop the Lionfish Invasion,20.434573,-86.90013,,,,2017-07-07T00:00:00,https://hakaimagazine.com/news/money-might-not-be-enough-stop-lionfish-invasion/
The good news: mangroves in Florida are on the rise. The bad news: mangroves in Florida are on the rise.,Walking Trees Terrorize Marshes,28.544122,-80.7053,,,,2017-07-05T00:00:00,https://hakaimagazine.com/news/walking-trees-terrorize-marshes/
"As oceans become more acidic, fleshy coral relatives may outcompete their reef-building counterparts.",Coral Reefs’ Fleshy Future,9.444196,-82.18304,,,,2017-07-04T00:00:00,https://hakaimagazine.com/news/coral-reefs-fleshy-future/
OurFish app opens a window into small-scale fishing.,A Data Plan for Fish,,,,,,2017-06-29T00:00:00,https://hakaimagazine.com/news/data-plan-fish/
"A US $78-million experiment aims to reinforce the rapidly eroding coastline, while avoiding the ecological damage common with other nourishment schemes.","In the Netherlands, a Better Way to Rebuild the Beach",52.053965,4.187639,,,,2017-06-28T00:00:00,https://hakaimagazine.com/news/netherlands-better-way-rebuild-beach/
"Taste, price, and texture matter most to consumers when it comes to buying fish.",People Don’t Care if Their Fish Is Sustainable,,,,,,2017-06-26T00:00:00,https://hakaimagazine.com/news/people-dont-care-if-their-fish-sustainable/
Cephalopods really are the masters of misdirection.,This Cuttlefish’s Secret Trick: Pretending to Be a Crab,,,,,,2017-06-23T09:58:38,https://hakaimagazine.com/news/cuttlefishs-secret-trick-pretending-be-crab/
Salmon fuels British Columbia’s coastal ecosystems—but the fish’s power extends far inland.,"1,000 Kilometers from the Coast, Bears Gorge on Ocean Fish",52.530056,-121.001,,,,2017-06-22T00:00:00,https://hakaimagazine.com/news/1000-kilometers-coast-bears-gorge-ocean-fish/
Fish that fart together stay together.,"Quiet Please, the Fish Are Flirting",,,,,,2017-06-21T00:00:00,https://hakaimagazine.com/news/quiet-please-fish-are-flirting/
Changes in nitrogen runoff are reflected in coral reef growth.,Corals Keep a Record of Ocean Pollution,13.380381,144.62478,,,,2017-06-19T00:00:00,https://hakaimagazine.com/news/corals-keep-record-ocean-pollution/
It’s a miniature version of the ocean’s derpiest fish.,"Meet the Sunfish’s Cuter, Faster, More Agile Cousin",,,,,,2017-06-16T00:00:00,https://hakaimagazine.com/news/meet-sunfishs-cuter-faster-more-agile-cousin/
Science can go wrong—sometimes with deadly consequences.,Chesapeake Bay’s Misguided War on the Ray,37.553066,-76.09286,,,,2017-06-14T00:00:00,https://hakaimagazine.com/news/chesapeake-bays-misguided-war-ray/
Scientists hope lasers can save endangered seabirds from power line collisions.,Lights Out for Hawai‘i’s Seabirds,22.09644,-159.5261,,,,2017-06-12T00:00:00,https://hakaimagazine.com/news/lights-out-hawaiis-seabirds/
"Bones found in Morocco place our lineage 100,000 years earlier and nowhere near where we thought.","Homo Sapiens Just Got Older—Way, Way Older",31.880412,-8.871727,,,,2017-06-07T00:00:00,https://hakaimagazine.com/news/homo-sapiens-just-got-older-way-way-older/
A new proposal for a code of conduct considers marine protection and the needs of people.,Putting the Local in Marine Conservation,,,,,,2017-06-05T00:00:00,https://hakaimagazine.com/news/putting-local-marine-conservation/
Inventive island homes are helping this endangered bird keep its head above water.,Refuge for the Ridgway’s Rail,37.743953,-122.2138,,,,2017-06-02T00:00:00,https://hakaimagazine.com/news/refuge-ridgways-rail/
Secular and religious Indians are butting heads over the origin of an important shoal.,God or Geology? The Genesis of Ram’s Bridge,9.102865,79.545005,,,,2017-05-31T00:00:00,https://hakaimagazine.com/news/god-or-geology-genesis-rams-bridge/
"And when dolphins are stressed, those that are bad at diving can die.",Some Dolphins Are Bad Divers,,,,,,2017-05-29T00:00:00,https://hakaimagazine.com/news/some-dolphins-are-bad-divers/
But they’re much less effective—something scientists hope to change.,West Africa’s Artisanal Fishers Rival the Industrial Fleet,-7.125422,5.229492,,,,2017-05-26T00:00:00,https://hakaimagazine.com/news/west-africas-artisanal-fishers-rival-industrial-fleet/
Ocean warming and acidification are hurting the nutritional value—and the taste—of some seafood.,Seafood Is Getting Less Nutritious,,,,,,2017-05-24T00:00:00,https://hakaimagazine.com/news/seafood-getting-less-nutritious/
The International Seabed Authority is racing to draft regulations for the nascent deep-sea mining industry.,The Wild West of Deep-Sea Mining,,,,,,2017-05-19T00:00:00,https://hakaimagazine.com/news/wild-west-deep-sea-mining/
The omegas battle it out in our budgets and our bodies.,Land Food Versus Seafood,,,,,,2017-05-18T00:00:00,https://hakaimagazine.com/news/land-food-versus-seafood/
A tiny anchovy could be a silver bullet for malnutrition in Peru—if only we would let it.,The Fish that Smells like Money,-11.95362,-81.32917,,,,2017-05-17T00:00:00,https://hakaimagazine.com/news/fish-smells-money/
These deep-sea worms carve habitats out of whale bone.,Tiny Zombie Worms Are the Beavers of the Deep,-23.01544,-43.191223,,,,2017-05-15T16:16:57,https://hakaimagazine.com/news/tiny-zombie-worms-are-beavers-deep/
Three great whites are dead—their livers consumed—as serial killer whales rampage in South Africa.,Great White Sharks Are Being Killed and Eaten by Killer Whales,-34.63511,19.289656,,,,2017-05-11T00:00:00,https://hakaimagazine.com/news/great-white-sharks-are-being-killed-and-eaten-killer-whales/
Pack tweezers and vinegar in your beach bag—and forget what you’ve heard about the pee cure.,How To Fix a Jellyfish Sting,,,,,,2017-05-10T00:00:00,https://hakaimagazine.com/news/how-fix-jellyfish-sting/
A string of concessions to the oil and gas and fishing industries has severely weakened the protective value of Canada’s largest planned marine protected area.,Canada’s New Marine (Less) Protected (Than It Could Have Been) Area,46.593408,-57.82023,,,,2017-05-09T00:00:00,https://hakaimagazine.com/news/canadas-new-marine-less-protected-it-could-have-been-area/
Now you can season your plastic-contaminated fish with plastic-contaminated sea salt.,There’s Probably Plastic in Your Sea Salt,,,,,,2017-05-08T00:00:00,https://hakaimagazine.com/news/theres-probably-plastic-your-sea-salt/
The German shipping city will spend US $592-million over 30 years in a bid to hold back the rising sea.,Hamburg’s Half-Billion-Dollar Bet,53.540461,9.931983,,,,2017-05-05T00:00:00,https://hakaimagazine.com/news/hamburgs-half-billion-dollar-bet/
Women have a crucial—yet often overlooked—role in fisheries.,The Invisible Fishing Fleet,,,,,,2017-05-04T00:00:00,https://hakaimagazine.com/news/invisible-fishing-fleet/
"Artificial lighting is spreading across the country, with unknown effects on its wildlife.",Brazil Gets Lit,-16.19176,-38.01915,,,,2017-05-03T00:00:00,https://hakaimagazine.com/news/brazil-gets-lit/
Juvenile fish exposed to a common environmental toxicant show signs of anxiety.,Toxicant-Triggered Anxiety,,,,,,2017-05-01T00:00:00,https://hakaimagazine.com/news/toxicant-triggered-anxiety/
Manatees can sense the world around them using nothing more than body hair.,Shaving Manatees—for Science!,40.484416,-79.92243,,,,2017-04-27T00:00:00,https://hakaimagazine.com/news/shaving-manatees-science/
New technology could pull toxic metals out of contaminated water.,Detoxing the Ocean,-21.30012,166.0028,,,,2017-04-26T00:00:00,https://hakaimagazine.com/news/detoxing-ocean/
A new study of cannibalism in fishes shows the behavior is much less prevalent than scientists once thought.,"In a Fish-Eat-Fish World, Cannibalism Is Surprisingly Rare",,,,,,2017-04-24T00:00:00,https://hakaimagazine.com/news/fish-eat-fish-world-cannibalism-surprisingly-rare/
Rising sea level is transforming the coastline and causing iconic beaches to disappear.,California’s Surf Spots Are Heading for a Wipeout,34.037541,-118.5417,,,,2017-04-20T00:00:00,https://hakaimagazine.com/news/californias-surf-spots-are-heading-wipeout/
Three activists are living in exile following a campaign to expose Cambodia’s sand mining industry.,Cambodia’s Dirty Business,11.52334,103.05874,,,,2017-04-19T00:00:00,https://hakaimagazine.com/news/cambodias-dirty-business/
River piracy could become more common in a warming world.,Stealing the Slims River,61.223497,-138.7492,,,,2017-04-17T00:00:00,https://hakaimagazine.com/news/stealing-slims-river/
New research reveals that reef fish hide from the sharp sounds of seismic airguns.,Seismic Surveys Force Fish to Flee,34.870123,-75.35325,,,,2017-04-13T00:00:00,https://hakaimagazine.com/news/seismic-surveys-force-fish-flee/
There were the cod wars and then the turbot wars—are the crab wars now upon us?,Svalbard’s Snow Crabs: a Pincered Proxy for Arctic Oil,77.874972,20.975182,,,,2017-04-12T00:00:00,https://hakaimagazine.com/news/svalbards-snow-crabs-pincered-proxy-arctic-oil/
"It’s been six months since the tug ran aground on the British Columbia coast, but local First Nations are still living with the repercussions.",The Lingering Legacy of the Nathan E. Stewart,52.240146,-128.4452,,,,2017-04-10T00:00:00,https://hakaimagazine.com/news/lingering-legacy-nathan-e-stewart/
"Much like terrestrial animal farms, fish farms are incubators for disease.",Fish Farms Can Be Disease Accelerators,,,,,,2017-04-07T00:00:00,https://hakaimagazine.com/news/fish-farms-can-be-disease-accelerators/
"In 2012, the federal government relaxed rules limiting the degradation of fishing habitat, claiming the requirements were overly burdensome. But research shows they weren’t enforcing the rules in the first place.",Fisheries and Oceans Canada Was Ignoring Its Own Habitat Protection Guidelines,,,,,,2017-04-05T00:00:00,https://hakaimagazine.com/news/fisheries-and-oceans-canada-was-ignoring-its-own-habitat-protection-guidelines/
The fishing rights of Olympic Peninsula tribes hinge on solving the identity of Cape Flattery’s fur seals.,Biology Versus Bones: the Case of the Cape Flattery Fur Seal,48.384455,-124.731,,,,2017-04-03T00:00:00,https://hakaimagazine.com/news/biology-versus-bones-case-cape-flattery-fur-seal/
Fishermen are wiping out seahorses that are caught in their nets as by-catch. Other less-charming fish might be sharing the same fate.,The Accidental Slaughter of Millions of Seahorses,,,,,,2017-03-31T00:00:00,https://hakaimagazine.com/news/accidental-slaughter-millions-seahorses/
New research suggests we’ve hurt reef shark populations much less than previously assumed.,Have Scientists Been Overestimating our Toll on Reef Sharks?,5.882713,-162.0848,,,,2017-03-30T00:00:00,https://hakaimagazine.com/news/have-scientists-been-overestimating-our-toll-reef-sharks/
Scientists have a new explanation for why guillemots lay such pointy eggs.,"Nice Egg, but What’s the Point?",,,,,,2017-03-27T00:00:00,https://hakaimagazine.com/news/nice-egg-whats-point/
Human activity turns dolphins into beggars and thieves. What does that mean for their social lives?,"Rich Dolphin, Poor Dolphin, Beggar Dolphin, Thief",,,,,,2017-03-23T00:00:00,https://hakaimagazine.com/news/rich-dolphin-poor-dolphin-beggar-dolphin-thief/
"No longer forced to operate in the shadows, marijuana growers are learning to make their farming friendlier for fish.",Cannabis Chronnoisseurs Are Tapping the Budding Fish-Friendly Pot Business,40.60544,-124.1925,,,,2017-03-20T00:00:00,https://hakaimagazine.com/news/cannabis-chronnoisseurs-are-tapping-budding-fish-friendly-pot-business/
Seabirds are the unintended victims of hungry humpback whales.,All You Can Eat Wings,,,,,,2017-03-16T00:00:00,https://hakaimagazine.com/news/all-you-can-eat-wings/
Why are we still struggling to implement recommendations for fisheries management made nearly 150 years ago?,The Fisheries Scientist Who Saw the Future,,,,,,2017-03-15T00:00:00,https://hakaimagazine.com/news/fisheries-scientist-who-saw-future/
Analyzing more than two million waves gives researchers a better idea of how rogue waves are born.,Validating Tall Tales of Rogue Waves,,,,,,2017-03-13T00:00:00,https://hakaimagazine.com/news/validating-tall-tales-rogue-waves/
"Unlike creatures that use bioluminescence as camouflage, lures, or communication, the flashlight fish uses its headlamps for illumination.",The Fish That Hunts with Flashlights Embedded in Its Face,,,,,,2017-03-09T00:00:00,https://hakaimagazine.com/news/fish-hunts-flashlights-embedded-its-face/
"It’s almost impossible to witness skirmishes between dolphins and sharks, so researchers look to their battle scars for clues.",Tracking the Scars of Dolphin-Shark Battles,27.364767,-82.59135,,,,2017-03-08T00:00:00,https://hakaimagazine.com/news/tracking-scars-dolphin-shark-battles/
The Whale Sanctuary Project wants to build an ocean home for captive killer whales.,Luxury Living for Retired Whales,,,,,,2017-03-02T00:00:00,https://hakaimagazine.com/news/luxury-living-retired-whales/
